MMSI,Latitude,Longitude,COG,SOG,Time
232007487,51.4464,0.7428,246.8,0.0,20/11/2018 15:38:20.076
205271000,51.1341,2.748,20.0,0.1,20/11/2018 15:38:20.930
205562000,51.1359,2.7461,259.9,0.0,20/11/2018 15:38:20.932
246057000,51.6483,2.2205,33.0,4.5,20/11/2018 15:38:20.935
205958610,51.1425,2.745,346.5,0.0,20/11/2018 15:38:20.944
235107401,51.3296,1.4221,163.5,0.0,20/11/2018 15:38:20.964
244008000,51.9244,1.3271,276.5,10.8,20/11/2018 15:38:21.873
247003000,52.7559,2.0746,289.0,9.9,20/11/2018 15:38:22.543
246518000,50.6434,0.5621,232.5,15.9,20/11/2018 15:38:23.069
235026811,51.9485,1.2484,294.0,0.1,20/11/2018 15:38:23.110
235084467,51.3287,1.4207,325.7,0.0,20/11/2018 15:38:23.199
205555000,51.2238,2.9329,211.4,0.0,20/11/2018 15:38:23.203
305786000,51.4588,0.3486,298.3,0.0,20/11/2018 15:38:23.531
228085000,51.0541,1.5477,308.2,19.5,20/11/2018 15:38:23.620
232013153,52.0516,1.1583,290.9,0.0,20/11/2018 15:38:23.830
229398000,51.4506,0.3635,304.0,0.0,20/11/2018 15:38:24.003
205111000,51.2315,2.9254,255.5,0.2,20/11/2018 15:38:24.138
235004740,51.3294,1.4199,360.0,0.0,20/11/2018 15:38:24.430
245231000,51.4353,2.9781,288.0,11.4,20/11/2018 15:38:25.109
228096900,51.0544,1.6417,124.0,2.2,20/11/2018 15:38:25.144
212487000,51.9415,1.3155,20.0,2.7,20/11/2018 15:38:25.730
210819000,51.6863,1.445,39.0,14.7,20/11/2018 15:38:25.740
212637000,51.1665,1.6521,227.3,16.3,20/11/2018 15:38:25.877
636092275,51.2057,1.635,198.0,13.7,20/11/2018 15:38:26.077
235030886,51.805,1.0311,338.4,0.9,20/11/2018 15:38:26.433
235070582,51.8634,1.2581,105.3,0.0,20/11/2018 15:38:26.991
209361000,51.4614,0.3399,328.2,0.0,20/11/2018 15:38:27.268
205594200,51.1421,2.7494,191.0,0.0,20/11/2018 15:38:27.695
244820414,51.1431,2.7443,294.0,0.0,20/11/2018 15:38:27.697
311665000,51.3382,2.5564,190.1,1.0,20/11/2018 15:38:27.699
244650275,51.1418,2.7447,360.0,0.0,20/11/2018 15:38:27.702
205692310,51.1431,2.7482,0.0,0.0,20/11/2018 15:38:27.704
636092702,51.691,2.5396,41.0,9.0,20/11/2018 15:38:27.708
248759000,51.0643,1.7498,141.9,12.0,20/11/2018 15:38:28.115
305234000,51.1405,1.5982,228.0,17.9,20/11/2018 15:38:28.116
235085696,51.4456,0.3747,183.8,0.0,20/11/2018 15:38:28.456
205088000,51.2331,2.9235,304.8,0.0,20/11/2018 15:38:28.475
235104232,51.231,2.9349,321.0,0.0,20/11/2018 15:38:28.558
235114568,51.3296,1.4226,256.5,0.1,20/11/2018 15:38:28.643
218850000,50.8233,1.4383,29.8,14.6,20/11/2018 15:38:28.744
205639000,51.2268,2.9345,305.9,0.0,20/11/2018 15:38:29.635
235070402,52.4731,1.7515,360.0,0.0,20/11/2018 15:38:29.689
235108057,52.4759,1.7578,310.7,0.2,20/11/2018 15:38:29.727
236553000,51.4723,1.7499,20.5,6.9,20/11/2018 15:38:30.077
235086068,51.3296,1.4215,198.4,0.0,20/11/2018 15:38:30.150
249962000,51.4528,0.7503,244.2,7.4,20/11/2018 15:38:30.493
235102028,52.4757,1.7237,358.3,0.0,20/11/2018 15:38:30.589
311000448,51.4237,1.9238,209.0,14.6,20/11/2018 15:38:30.691
209672000,51.1177,1.8198,46.0,9.1,20/11/2018 15:38:30.693
235099951,51.2174,2.9434,343.2,0.0,20/11/2018 15:38:31.499
235108602,52.5921,1.7268,329.9,0.0,20/11/2018 15:38:31.817
235011848,51.4447,0.3969,220.5,0.1,20/11/2018 15:38:32.135
249679000,51.4699,0.2513,123.0,0.0,20/11/2018 15:38:32.136
244597000,51.4605,0.3327,298.3,0.0,20/11/2018 15:38:32.337
235098436,52.0505,1.1621,118.0,0.0,20/11/2018 15:38:32.897
232814000,52.6061,1.7656,188.5,7.2,20/11/2018 15:38:32.947
232001240,51.4552,0.2758,40.9,0.0,20/11/2018 15:38:33.920
205591000,51.2312,2.9256,147.6,0.0,20/11/2018 15:38:34.013
235117092,51.4597,0.283,237.1,7.3,20/11/2018 15:38:34.049
235077831,51.3296,1.4219,315.7,0.0,20/11/2018 15:38:34.787
255801480,51.4629,2.8859,345.1,1.4,20/11/2018 15:38:35.003
636092138,52.4944,2.6615,1.0,9.4,20/11/2018 15:38:35.432
219017204,51.2338,2.9283,307.6,0.0,20/11/2018 15:38:36.309
235056698,51.8507,0.9652,37.4,0.0,20/11/2018 15:38:36.646
235069704,51.9511,1.314,336.3,0.0,20/11/2018 15:38:36.798
235114368,52.6031,1.7252,350.8,0.0,20/11/2018 15:38:37.211
225988601,51.1169,1.3111,178.0,0.0,20/11/2018 15:38:37.396
245924000,51.5933,1.5181,278.3,0.0,20/11/2018 15:38:37.487
246558000,51.4902,1.7353,179.6,11.6,20/11/2018 15:38:37.552
232017252,51.4091,0.5297,360.0,0.0,20/11/2018 15:38:37.933
233322000,51.4622,0.292,42.7,11.0,20/11/2018 15:38:38.251
232005627,52.4753,1.7585,263.9,0.0,20/11/2018 15:38:38.401
351783000,50.7511,0.9501,234.1,15.6,20/11/2018 15:38:38.559
564224000,51.049,1.8024,59.0,5.1,20/11/2018 15:38:39.138
209214000,51.0349,1.6633,43.5,8.1,20/11/2018 15:38:39.139
235050291,52.6009,1.7266,360.0,0.0,20/11/2018 15:38:39.365
205595000,51.2268,2.9346,315.3,0.0,20/11/2018 15:38:39.494
636017886,52.2967,2.7104,350.4,5.0,20/11/2018 15:38:39.700
355481000,50.8531,1.0646,228.5,12.8,20/11/2018 15:38:39.787
232014314,52.0905,1.3231,360.0,0.0,20/11/2018 15:38:40.293
205557000,51.2349,2.9244,324.0,3.3,20/11/2018 15:38:40.413
374124000,51.0739,1.7044,55.0,10.1,20/11/2018 15:38:40.766
212931000,51.214,2.0509,60.0,11.8,20/11/2018 15:38:42.217
563039700,51.9395,1.5182,290.0,14.3,20/11/2018 15:38:42.284
235003303,51.9583,1.2762,286.0,0.0,20/11/2018 15:38:42.344
256759000,51.5055,0.5195,341.0,0.0,20/11/2018 15:38:42.632
244650814,51.4906,0.1834,228.4,0.0,20/11/2018 15:38:42.739
565028000,51.3143,2.1853,96.4,12.8,20/11/2018 15:38:42.857
245928000,51.1844,1.9137,83.6,8.9,20/11/2018 15:38:42.887
235095943,51.3611,2.4204,252.5,12.1,20/11/2018 15:38:42.888
370581000,52.2488,2.5068,204.0,0.1,20/11/2018 15:38:43.088
311702000,51.1526,1.8559,62.0,10.2,20/11/2018 15:38:43.105
235012605,51.4448,0.3958,225.3,0.0,20/11/2018 15:38:43.488
477170700,52.3734,2.1198,81.3,0.2,20/11/2018 15:38:43.489
205541000,51.2225,2.9363,333.5,0.1,20/11/2018 15:38:43.663
230357000,52.0404,2.0398,267.4,13.1,20/11/2018 15:38:43.715
219018271,50.6913,1.3684,28.9,11.2,20/11/2018 15:38:44.357
209072000,51.8043,1.474,294.4,0.8,20/11/2018 15:38:44.487
205206190,51.2212,2.9378,285.8,0.0,20/11/2018 15:38:44.544
311041700,52.4106,2.4106,119.0,8.7,20/11/2018 15:38:44.634
227006730,51.04,2.3621,360.0,102.3,20/11/2018 15:38:44.791
205281000,51.1342,2.7472,0.0,0.0,20/11/2018 15:38:44.792
235067679,51.4459,0.3843,305.3,0.1,20/11/2018 15:38:45.064
235101651,51.9475,1.2915,360.0,102.3,20/11/2018 15:38:45.259
233344000,52.0988,1.7633,52.2,2.3,20/11/2018 15:38:46.267
228231600,51.0987,1.7321,73.6,1.9,20/11/2018 15:38:46.270
219092000,51.2282,2.9315,100.4,0.0,20/11/2018 15:38:46.421
249040000,51.4505,0.3642,324.0,0.0,20/11/2018 15:38:47.075
235000164,51.9509,1.315,111.5,0.0,20/11/2018 15:38:47.266
235103062,52.4731,1.7519,360.0,0.0,20/11/2018 15:38:47.515
351407000,51.4579,0.3572,287.7,0.0,20/11/2018 15:38:47.819
477585800,51.4549,0.3258,345.9,0.0,20/11/2018 15:38:47.832
212571000,51.4939,0.1734,309.8,0.0,20/11/2018 15:38:47.851
205654000,51.2276,2.9328,145.0,0.0,20/11/2018 15:38:48.015
210620000,52.5588,1.8772,185.2,0.9,20/11/2018 15:38:48.290
220234000,50.9407,1.2268,225.0,13.5,20/11/2018 15:38:48.364
232007977,52.4758,1.7577,297.6,0.0,20/11/2018 15:38:48.545
218859000,51.5491,2.0458,221.3,15.1,20/11/2018 15:38:48.689
230652000,51.3489,2.4412,74.6,18.3,20/11/2018 15:38:48.690
235028825,51.0452,2.0271,262.7,19.6,20/11/2018 15:38:48.692
563016500,51.4092,1.9695,164.2,10.1,20/11/2018 15:38:48.693
235022613,51.4446,0.3944,195.8,0.1,20/11/2018 15:38:48.969
235114598,51.4456,0.3744,249.3,0.1,20/11/2018 15:38:49.112
249988000,52.5502,2.1144,22.8,5.1,20/11/2018 15:38:49.197
235089035,52.5986,1.7261,298.1,0.0,20/11/2018 15:38:49.356
235082716,50.9639,1.7693,83.5,17.2,20/11/2018 15:38:49.421
352090000,50.9018,1.1754,227.2,14.1,20/11/2018 15:38:49.489
235062747,52.4732,1.7515,360.0,0.0,20/11/2018 15:38:49.596
235072883,51.4546,0.3437,97.0,2.1,20/11/2018 15:38:49.943
219876000,52.7196,2.0199,348.9,10.5,20/11/2018 15:38:50.185
255805777,50.7722,1.3929,18.0,8.2,20/11/2018 15:38:50.254
235069806,50.7943,0.3282,0.0,0.0,20/11/2018 15:38:50.335
235066459,52.4731,1.7511,92.2,0.1,20/11/2018 15:38:50.830
244901000,50.743,0.8772,237.9,10.9,20/11/2018 15:38:50.929
235103276,51.4746,0.2417,313.1,6.1,20/11/2018 15:38:51.014
235114376,51.3296,1.4218,347.0,0.0,20/11/2018 15:38:51.127
205072000,51.2523,2.9023,126.0,10.3,20/11/2018 15:38:51.215
235018872,52.4732,1.7511,360.0,0.1,20/11/2018 15:38:51.267
538005036,51.4393,1.4826,143.6,10.7,20/11/2018 15:38:51.270
256565000,51.2696,2.2542,54.8,13.1,20/11/2018 15:38:51.272
229978000,51.0519,2.1266,274.3,15.8,20/11/2018 15:38:51.273
227142900,51.0799,1.7087,211.3,4.2,20/11/2018 15:38:51.444
257206000,51.4592,0.3514,121.4,0.1,20/11/2018 15:38:51.831
205294000,51.232,2.9357,307.8,0.0,20/11/2018 15:38:51.906
232017797,51.4954,0.0628,360.0,0.0,20/11/2018 15:38:52.054
235102691,52.4756,1.7296,266.8,0.1,20/11/2018 15:38:52.444
235099481,51.4469,0.3912,107.9,3.6,20/11/2018 15:38:52.494
244230000,51.2321,2.9306,334.8,0.1,20/11/2018 15:38:52.893
311297000,51.2477,1.7747,218.8,19.8,20/11/2018 15:38:53.254
235003431,51.3796,1.5083,3.3,14.3,20/11/2018 15:38:54.005
232011624,51.4452,0.4087,360.0,0.0,20/11/2018 15:38:54.134
244870287,51.4325,0.6836,260.9,0.0,20/11/2018 15:38:54.322
309281000,50.9303,1.491,44.2,13.2,20/11/2018 15:38:54.473
229107000,51.1143,1.7884,43.1,6.7,20/11/2018 15:38:54.482
249444000,51.3335,2.1338,121.2,14.6,20/11/2018 15:38:54.605
257082000,51.3332,2.3874,67.1,4.6,20/11/2018 15:38:54.606
636015020,51.3434,2.3022,259.2,9.0,20/11/2018 15:38:54.607
226230000,51.1071,1.749,341.3,3.2,20/11/2018 15:38:54.608
563499000,50.5531,0.1376,252.2,14.3,20/11/2018 15:38:54.710
232005975,52.4759,1.7575,343.7,0.0,20/11/2018 15:38:54.919
314377000,51.0776,1.4772,229.2,10.7,20/11/2018 15:38:55.282
232001040,50.9693,1.8442,327.0,2.1,20/11/2018 15:38:55.395
235039652,50.7899,0.3287,339.2,2.3,20/11/2018 15:38:55.711
232017796,51.4978,0.0617,360.0,0.0,20/11/2018 15:38:55.813
256784000,51.2178,1.7482,219.0,13.1,20/11/2018 15:38:56.203
245072000,52.5761,2.0111,6.1,6.0,20/11/2018 15:38:56.285
244642000,50.8247,0.9833,233.1,12.9,20/11/2018 15:38:56.301
232001060,50.9683,1.7818,264.0,19.7,20/11/2018 15:38:56.718
244750645,51.3584,1.6666,256.4,6.5,20/11/2018 15:38:56.719
235105835,52.0077,1.1928,333.2,0.0,20/11/2018 15:38:56.725
249486000,51.4505,0.3648,187.0,0.0,20/11/2018 15:38:57.112
232007860,52.2345,1.951,86.0,2.3,20/11/2018 15:38:57.801
227104700,51.0808,1.6974,223.0,4.4,20/11/2018 15:38:57.893
235068963,52.8194,2.5126,304.8,11.7,20/11/2018 15:38:57.984
235053693,51.4874,0.1762,246.4,0.0,20/11/2018 15:38:58.307
314465000,51.3639,2.2021,289.7,11.2,20/11/2018 15:38:58.351
235001841,50.7916,0.3263,303.7,0.0,20/11/2018 15:38:58.656
235082717,50.9895,1.6977,306.5,20.9,20/11/2018 15:38:59.047
235085345,51.4952,0.4569,6.8,0.4,20/11/2018 15:38:59.278
235108425,51.4921,0.1756,0.2,6.1,20/11/2018 15:38:59.372
232016572,52.0079,1.1929,360.0,0.0,20/11/2018 15:38:59.785
232004783,51.1168,1.3117,339.0,0.1,20/11/2018 15:38:59.984
355420000,51.1163,1.5917,223.0,13.8,20/11/2018 15:39:00.128
245070000,52.5122,1.9692,170.9,7.0,20/11/2018 15:39:00.353
227384000,51.1705,1.8969,289.2,0.9,20/11/2018 15:39:00.759
538003844,51.3399,1.8558,208.9,11.7,20/11/2018 15:39:00.760
228283600,50.9687,1.8536,84.5,6.3,20/11/2018 15:39:00.761
235089286,51.4049,0.5329,360.0,0.0,20/11/2018 15:39:01.655
235103697,51.4447,0.3963,211.6,0.0,20/11/2018 15:39:01.797
000012388,52.0465,1.1625,185.3,0.1,20/11/2018 15:39:01.923
232008023,51.9484,1.2476,158.8,0.0,20/11/2018 15:39:01.958
235022603,51.4445,0.3944,0.0,0.0,20/11/2018 15:39:02.223
232001470,51.0993,1.3932,122.0,17.9,20/11/2018 15:39:02.643
205112000,51.2289,2.9304,300.3,0.1,20/11/2018 15:39:02.702
227832880,51.0948,1.7332,41.9,1.8,20/11/2018 15:39:03.153
227022800,51.1124,1.3651,124.0,10.6,20/11/2018 15:39:04.183
235096462,50.7937,0.3244,333.7,0.0,20/11/2018 15:39:04.378
244948000,50.6439,0.7414,232.0,11.3,20/11/2018 15:39:05.383
636016321,51.5026,0.4906,336.6,0.0,20/11/2018 15:39:05.583
308876000,51.463,0.331,98.6,0.0,20/11/2018 15:39:05.625
232008120,51.4448,0.396,320.2,0.0,20/11/2018 15:39:06.527
226183000,51.123,1.7221,303.4,3.2,20/11/2018 15:39:07.150
232000790,51.4491,0.3407,104.6,2.6,20/11/2018 15:39:07.223
305996000,51.449,0.3354,273.2,0.0,20/11/2018 15:39:07.788
232003119,51.4623,0.2993,355.3,0.0,20/11/2018 15:39:07.849
564185000,51.3626,2.764,94.5,8.8,20/11/2018 15:39:07.895
235002016,52.0338,1.1519,195.0,0.0,20/11/2018 15:39:08.128
311037500,51.1082,1.7686,44.7,9.3,20/11/2018 15:39:08.172
253248000,51.2332,2.9291,242.7,0.0,20/11/2018 15:39:08.351
235098066,51.4709,0.312,272.4,8.1,20/11/2018 15:39:08.451
253112000,51.4644,0.454,229.0,0.0,20/11/2018 15:39:09.327
205161000,51.2228,1.776,286.4,0.7,20/11/2018 15:39:09.806
246846000,51.0591,1.6973,47.0,8.2,20/11/2018 15:39:09.807
235010500,51.0326,1.8594,88.5,18.8,20/11/2018 15:39:09.810
477423900,50.9701,1.2502,229.0,16.1,20/11/2018 15:39:09.950
636091104,51.9629,1.2892,38.7,0.0,20/11/2018 15:39:10.384
256947000,51.5055,0.5177,280.0,0.3,20/11/2018 15:39:11.423
235099364,51.9476,1.2917,360.0,102.3,20/11/2018 15:39:11.466
227006690,51.0402,2.3615,357.0,0.0,20/11/2018 15:39:11.551
002278000,50.9671,1.8476,262.6,0.0,20/11/2018 15:39:11.616
235077805,52.04,1.1597,288.0,0.0,20/11/2018 15:39:11.631
253415000,51.2306,2.9356,251.0,0.0,20/11/2018 15:39:12.685
249436000,51.4712,0.2483,167.9,0.0,20/11/2018 15:39:13.750
255802950,52.3796,2.3092,189.0,10.1,20/11/2018 15:39:14.102
232002280,51.3915,1.3826,0.0,0.0,20/11/2018 15:39:14.419
235026812,52.472,1.7513,317.1,0.1,20/11/2018 15:39:15.504
374032000,51.4593,0.3557,264.9,0.0,20/11/2018 15:39:15.555
235022612,51.4456,0.3749,9.2,0.3,20/11/2018 15:39:15.576
232011626,51.3991,0.5688,277.3,6.2,20/11/2018 15:39:15.927
305530000,52.5585,1.9723,286.0,1.2,20/11/2018 15:39:16.325
235077715,51.0981,1.6722,311.2,11.5,20/11/2018 15:39:16.376
232015706,51.4042,0.5331,177.9,0.0,20/11/2018 15:39:17.212
235105427,52.035,1.1526,0.0,0.0,20/11/2018 15:39:19.065
309186000,51.455,0.354,193.3,0.0,20/11/2018 15:39:19.601
244590000,51.7189,2.002,240.5,16.3,20/11/2018 15:39:19.794
227141900,51.1008,1.7362,29.2,2.2,20/11/2018 15:39:19.795
563101000,51.5354,1.7942,114.4,2.3,20/11/2018 15:39:20.683
355468000,51.4588,0.3563,134.3,0.0,20/11/2018 15:39:20.773
205509000,51.4843,1.2935,275.7,14.9,20/11/2018 15:39:20.822
244008000,51.9249,1.3226,280.8,10.8,20/11/2018 15:39:21.170
205115000,51.2252,2.8584,97.5,19.1,20/11/2018 15:39:21.202
256757000,50.7335,0.9124,235.9,14.2,20/11/2018 15:39:21.676
219115000,51.4143,1.9381,211.7,16.8,20/11/2018 15:39:21.878
235107401,51.3296,1.4221,163.5,0.0,20/11/2018 15:39:22.337
232012317,50.7921,0.3276,360.0,0.0,20/11/2018 15:39:22.463
235055098,51.4509,0.3664,62.0,0.0,20/11/2018 15:39:22.635
232003331,52.599,1.7261,26.1,0.0,20/11/2018 15:39:23.518
209488000,50.6775,0.628,236.0,11.9,20/11/2018 15:39:23.563
235005980,52.4754,1.7196,318.3,0.0,20/11/2018 15:39:23.996
235084467,51.3287,1.4207,335.3,0.0,20/11/2018 15:39:24.107
245176000,51.5192,1.0082,136.4,0.2,20/11/2018 15:39:24.736
228085000,51.0575,1.5411,310.2,19.5,20/11/2018 15:39:24.886
205111000,51.2315,2.9254,282.7,0.3,20/11/2018 15:39:24.934
566783000,52.5764,1.7333,266.5,0.1,20/11/2018 15:39:25.108
228096900,51.0544,1.6425,83.3,2.0,20/11/2018 15:39:25.124
235089472,52.5973,1.7271,198.6,0.0,20/11/2018 15:39:25.257
235026811,51.9485,1.2485,284.0,0.0,20/11/2018 15:39:25.507
305786000,51.4588,0.3486,313.2,0.0,20/11/2018 15:39:25.536
205191000,50.7567,0.7322,35.8,4.7,20/11/2018 15:39:25.645
210819000,51.6893,1.449,38.0,14.7,20/11/2018 15:39:25.848
229398000,51.4506,0.3635,304.0,0.0,20/11/2018 15:39:26.078
212487000,51.9423,1.3153,343.0,3.6,20/11/2018 15:39:26.558
249804000,51.5118,0.1528,58.0,0.0,20/11/2018 15:39:26.892
235004740,51.3294,1.4199,360.0,0.0,20/11/2018 15:39:27.402
205462900,51.2271,2.9195,307.4,0.0,20/11/2018 15:39:28.129
212637000,51.1635,1.6467,227.3,16.4,20/11/2018 15:39:28.483
372294000,52.5798,1.7422,92.0,0.0,20/11/2018 15:39:28.841
305234000,51.1372,1.5927,227.0,18.0,20/11/2018 15:39:29.228
305741000,51.5024,0.6181,273.6,15.9,20/11/2018 15:39:29.317
205298790,50.7581,2.9839,61.3,4.2,20/11/2018 15:39:29.810
246518000,50.6403,0.556,231.4,16.1,20/11/2018 15:39:29.816
209361000,51.4614,0.3399,328.2,0.0,20/11/2018 15:39:29.861
636092275,51.2021,1.6331,198.1,13.8,20/11/2018 15:39:30.092
248759000,51.0619,1.7533,135.2,11.6,20/11/2018 15:39:30.094
235108057,52.4759,1.7578,299.3,0.1,20/11/2018 15:39:30.623
227144600,51.097,1.6949,14.2,2.3,20/11/2018 15:39:30.914
236553000,51.4743,1.7509,16.3,8.8,20/11/2018 15:39:30.966
235086068,51.3296,1.4215,178.4,0.1,20/11/2018 15:39:31.040
235085696,51.4456,0.3747,114.0,0.0,20/11/2018 15:39:31.049
246414000,51.9483,1.2392,18.3,0.0,20/11/2018 15:39:31.495
205639000,51.2267,2.9345,305.9,0.0,20/11/2018 15:39:31.560
219615000,51.6545,1.4502,17.0,0.2,20/11/2018 15:39:31.583
235070402,52.4731,1.7515,360.0,0.0,20/11/2018 15:39:31.590
311000448,51.4202,1.9207,208.7,14.5,20/11/2018 15:39:31.669
235006867,52.0486,1.1621,90.7,0.0,20/11/2018 15:39:32.000
235102028,52.4757,1.7236,3.3,0.0,20/11/2018 15:39:32.114
209672000,51.1195,1.8227,46.0,9.3,20/11/2018 15:39:32.392
244597000,51.4605,0.3327,298.3,0.0,20/11/2018 15:39:32.910
235004900,52.2254,2.2256,50.2,4.6,20/11/2018 15:39:33.061
232814000,52.604,1.7651,188.9,7.3,20/11/2018 15:39:33.486
205591000,51.2312,2.9256,299.6,0.0,20/11/2018 15:39:33.694
235011848,51.4447,0.3969,220.5,0.1,20/11/2018 15:39:33.697
247003000,52.7571,2.0696,290.0,9.8,20/11/2018 15:39:33.753
249679000,51.4699,0.2513,123.0,0.0,20/11/2018 15:39:33.930
232001240,51.4552,0.2758,150.5,0.0,20/11/2018 15:39:34.035
235117092,51.4594,0.28,272.2,6.9,20/11/2018 15:39:34.049
229879000,51.3883,1.8535,207.3,10.4,20/11/2018 15:39:34.508
218850000,50.8271,1.4417,29.3,14.5,20/11/2018 15:39:35.302
246419000,51.1001,1.7721,51.4,3.7,20/11/2018 15:39:37.416
319922000,50.7727,0.6396,61.5,5.6,20/11/2018 15:39:37.576
351895000,50.7528,0.8261,230.6,8.2,20/11/2018 15:39:37.611
232005627,52.4753,1.7585,300.4,0.0,20/11/2018 15:39:38.185
209010000,51.4543,0.3516,236.7,0.0,20/11/2018 15:39:38.678
244750190,51.0724,2.841,150.0,4.9,20/11/2018 15:39:38.923
233322000,51.4647,0.2951,33.7,11.0,20/11/2018 15:39:39.671
566839000,51.4153,1.8945,205.8,11.3,20/11/2018 15:39:39.861
374124000,51.0752,1.708,58.0,10.0,20/11/2018 15:39:40.328
205088000,51.2331,2.9235,304.8,0.0,20/11/2018 15:39:40.540
256759000,51.5055,0.5195,333.0,0.0,20/11/2018 15:39:42.301
235077831,51.3296,1.4219,304.1,0.1,20/11/2018 15:39:42.725
351783000,50.7483,0.944,234.8,15.5,20/11/2018 15:39:43.016
244650814,51.4906,0.1834,228.4,0.0,20/11/2018 15:39:43.284
235012605,51.4447,0.3959,225.3,0.0,20/11/2018 15:39:43.378
205541000,51.2226,2.9362,327.3,0.0,20/11/2018 15:39:43.562
230357000,52.0402,2.0338,267.6,13.6,20/11/2018 15:39:43.831
212931000,51.2157,2.0552,60.0,11.6,20/11/2018 15:39:44.076
311702000,51.1539,1.8599,61.0,10.2,20/11/2018 15:39:44.077
245928000,51.1847,1.9176,79.7,9.0,20/11/2018 15:39:44.078
235095943,51.3601,2.4153,249.2,12.1,20/11/2018 15:39:44.078
247386800,51.8302,1.5013,161.5,0.1,20/11/2018 15:39:44.756
205206190,51.2212,2.9379,294.6,0.0,20/11/2018 15:39:44.905
636092741,51.9616,1.2922,26.5,0.0,20/11/2018 15:39:44.992
235056698,51.8507,0.9652,283.7,0.0,20/11/2018 15:39:45.004
212905000,51.5831,2.8637,243.8,0.3,20/11/2018 15:39:45.340
538007925,51.4188,2.6237,154.1,0.0,20/11/2018 15:39:45.402
235101651,51.9474,1.2915,360.0,102.3,20/11/2018 15:39:45.492
219017204,51.2338,2.9283,307.6,0.0,20/11/2018 15:39:45.497
209072000,51.8044,1.4738,338.5,1.6,20/11/2018 15:39:45.853
246558000,51.4864,1.7354,177.1,11.4,20/11/2018 15:39:45.882
232017252,51.4091,0.5297,360.0,0.0,20/11/2018 15:39:46.103
518100373,51.4324,0.6892,211.3,0.0,20/11/2018 15:39:46.155
563039700,51.9406,1.5113,279.3,14.3,20/11/2018 15:39:46.375
228006800,50.9673,1.8537,327.6,0.0,20/11/2018 15:39:46.757
209214000,51.0368,1.6662,43.9,8.1,20/11/2018 15:39:46.898
235000164,51.9509,1.315,114.5,0.0,20/11/2018 15:39:47.170
205595000,51.2268,2.9346,315.3,0.0,20/11/2018 15:39:47.614
220234000,50.9382,1.2225,228.5,13.5,20/11/2018 15:39:48.044
235028825,51.0445,2.0182,265.1,19.7,20/11/2018 15:39:48.114
477585800,51.4549,0.3258,345.9,0.0,20/11/2018 15:39:48.162
235050291,52.601,1.7266,360.0,0.0,20/11/2018 15:39:48.333
218859000,51.5459,2.0413,221.8,15.0,20/11/2018 15:39:48.609
230652000,51.3503,2.4488,73.6,18.6,20/11/2018 15:39:48.610
563016500,51.4065,1.9711,157.8,10.3,20/11/2018 15:39:48.611
235114568,51.3296,1.4225,275.0,0.0,20/11/2018 15:39:48.795
235062747,52.4732,1.7515,177.7,0.1,20/11/2018 15:39:49.275
235072883,51.4545,0.3447,95.8,2.0,20/11/2018 15:39:49.706
232007977,52.4758,1.7578,305.1,0.0,20/11/2018 15:39:49.773
249040000,51.4505,0.3642,324.0,0.0,20/11/2018 15:39:49.847
235066459,52.4731,1.7511,101.2,0.1,20/11/2018 15:39:50.947
235103276,51.4757,0.2397,318.0,5.9,20/11/2018 15:39:50.987
233344000,52.0991,1.7642,68.5,1.8,20/11/2018 15:39:51.035
235114376,51.3296,1.4218,349.4,0.0,20/11/2018 15:39:51.379
205072000,51.2508,2.9062,127.0,10.8,20/11/2018 15:39:51.543
235018872,52.4732,1.7511,360.0,0.1,20/11/2018 15:39:51.604
305639000,51.3705,0.7625,236.9,0.0,20/11/2018 15:39:51.628
538005036,51.4373,1.4857,135.5,9.6,20/11/2018 15:39:52.059
256565000,51.2716,2.2589,55.5,13.2,20/11/2018 15:39:52.059
229978000,51.0519,2.1199,269.9,15.2,20/11/2018 15:39:52.060
235022613,51.4446,0.3944,206.5,0.1,20/11/2018 15:39:52.374
351407000,51.4579,0.3572,164.9,0.0,20/11/2018 15:39:52.429
257206000,51.4591,0.3515,88.8,0.1,20/11/2018 15:39:52.438
219876000,52.7224,2.018,344.4,11.4,20/11/2018 15:39:52.498
205294000,51.2321,2.9357,317.6,0.0,20/11/2018 15:39:52.556
235099481,51.4465,0.3924,113.8,2.2,20/11/2018 15:39:53.333
235114598,51.4456,0.3744,263.9,0.1,20/11/2018 15:39:53.386
232018799,51.5054,0.516,276.2,0.0,20/11/2018 15:39:53.493
244230000,51.2321,2.9306,359.5,0.0,20/11/2018 15:39:53.864
229107000,51.1157,1.7904,43.5,6.6,20/11/2018 15:39:54.057
205737000,51.2288,2.9302,218.1,0.0,20/11/2018 15:39:54.093
352090000,50.8989,1.1705,225.7,14.1,20/11/2018 15:39:54.260
219018271,50.6944,1.3712,29.4,11.2,20/11/2018 15:39:55.291
232001040,50.9699,1.844,353.8,1.8,20/11/2018 15:39:55.779
235094271,52.5825,1.7313,304.9,0.0,20/11/2018 15:39:56.347
256784000,51.215,1.7443,221.0,13.0,20/11/2018 15:39:56.676
232017796,51.4978,0.0617,360.0,0.0,20/11/2018 15:39:56.802
244750645,51.358,1.6638,259.1,6.5,20/11/2018 15:39:57.198
232011624,51.4451,0.4087,360.0,0.0,20/11/2018 15:39:57.522
212947000,51.5713,1.7627,71.5,1.8,20/11/2018 15:39:57.670
232001060,50.9677,1.7732,264.0,19.5,20/11/2018 15:39:57.940
