MMSI,Latitude,Longitude,COG,SOG,Time
000012388,52.0464,1.1625,184.4,0.1,20/11/2018 15:33:12.076
230652000,51.3404,2.398,75.0,18.4,20/11/2018 15:33:12.209
236553000,51.4612,1.7443,11.4,8.5,20/11/2018 15:33:12.210
232017797,51.4953,0.0628,360.0,0.0,20/11/2018 15:33:12.393
210819000,51.6693,1.4237,35.0,14.7,20/11/2018 15:33:12.532
538004273,51.3624,2.8556,87.4,10.4,20/11/2018 15:33:13.160
235077805,52.04,1.1597,164.0,0.1,20/11/2018 15:33:13.247
205112000,51.2289,2.9303,302.5,0.1,20/11/2018 15:33:13.495
234450000,51.4138,1.3738,197.0,0.2,20/11/2018 15:33:13.686
229107000,51.1069,1.777,48.1,6.7,20/11/2018 15:33:13.687
209799000,51.0522,2.3249,253.3,0.0,20/11/2018 15:33:13.689
538005036,51.4493,1.4634,131.5,10.6,20/11/2018 15:33:13.690
219624000,51.2912,2.1094,1.0,9.7,20/11/2018 15:33:13.691
205591000,51.2312,2.9256,156.1,0.0,20/11/2018 15:33:14.492
205541000,51.2226,2.9363,316.0,0.0,20/11/2018 15:33:14.816
255802950,52.3964,2.3125,187.0,10.2,20/11/2018 15:33:14.889
235026812,52.472,1.7513,273.4,0.1,20/11/2018 15:33:15.148
232002280,51.3915,1.3825,0.0,0.0,20/11/2018 15:33:15.321
351783000,50.7647,0.9798,234.5,15.6,20/11/2018 15:33:15.545
235091503,51.9574,1.3009,28.6,2.3,20/11/2018 15:33:15.663
245072000,52.5671,2.009,19.2,5.8,20/11/2018 15:33:16.480
235004740,51.3294,1.4199,360.0,0.0,20/11/2018 15:33:16.528
235101651,51.9475,1.2915,360.0,102.3,20/11/2018 15:33:16.820
305530000,52.5589,1.9734,295.0,0.7,20/11/2018 15:33:17.103
228085000,51.0359,1.5823,314.8,19.7,20/11/2018 15:33:17.270
232001240,51.4552,0.2758,304.9,0.0,20/11/2018 15:33:17.440
244750645,51.3604,1.6825,261.7,6.5,20/11/2018 15:33:17.518
212905000,51.583,2.8637,222.6,0.4,20/11/2018 15:33:17.579
235113944,51.9955,1.2712,313.6,0.0,20/11/2018 15:33:17.623
228096900,51.0563,1.6376,170.3,3.1,20/11/2018 15:33:17.853
218850000,50.8047,1.422,29.0,14.6,20/11/2018 15:33:17.854
235068963,52.8088,2.5379,303.9,11.8,20/11/2018 15:33:18.056
636092275,51.2243,1.6447,197.5,13.6,20/11/2018 15:33:18.450
235001841,50.7915,0.3263,359.4,0.0,20/11/2018 15:33:18.572
205595000,51.2268,2.9346,315.3,0.0,20/11/2018 15:33:18.962
209214000,51.0259,1.6493,44.3,8.4,20/11/2018 15:33:19.019
212947000,51.5703,1.758,74.9,1.5,20/11/2018 15:33:19.149
257206000,51.4592,0.3515,121.4,0.1,20/11/2018 15:33:19.281
246419000,51.0943,1.7632,47.8,5.0,20/11/2018 15:33:19.525
245381000,51.4459,2.9038,112.0,8.8,20/11/2018 15:33:19.533
235011848,51.4447,0.3969,220.5,0.0,20/11/2018 15:33:20.074
235114568,51.3297,1.4225,247.5,0.0,20/11/2018 15:33:20.128
563016500,51.425,1.9802,218.9,12.9,20/11/2018 15:33:20.205
564224000,51.0452,1.7926,57.4,4.5,20/11/2018 15:33:21.264
538003844,51.356,1.8696,207.4,11.6,20/11/2018 15:33:21.265
232012317,50.7921,0.3276,360.0,0.0,20/11/2018 15:33:21.374
233009000,51.1232,1.3343,136.9,0.0,20/11/2018 15:33:21.393
205072000,51.2572,2.8795,100.0,10.1,20/11/2018 15:33:22.125
305234000,51.1575,1.6277,227.0,17.6,20/11/2018 15:33:22.350
235089472,52.5973,1.7271,59.5,0.2,20/11/2018 15:33:23.479
305847000,51.3876,2.9923,60.0,9.3,20/11/2018 15:33:23.537
566783000,52.5765,1.7333,266.5,0.1,20/11/2018 15:33:23.759
205261000,50.7498,0.7253,125.3,3.2,20/11/2018 15:33:24.220
235028825,51.0494,2.0748,262.8,19.8,20/11/2018 15:33:24.345
205462900,51.2271,2.9195,259.7,0.0,20/11/2018 15:33:25.914
235090207,52.0523,1.1612,360.0,0.1,20/11/2018 15:33:26.603
249679000,51.4699,0.2513,123.0,0.0,20/11/2018 15:33:26.903
235096863,52.4763,1.7587,186.7,0.0,20/11/2018 15:33:27.021
235006867,52.0486,1.1621,90.7,0.0,20/11/2018 15:33:27.078
205088000,51.2331,2.9235,304.8,0.1,20/11/2018 15:33:27.313
235066459,52.4732,1.7511,106.8,0.2,20/11/2018 15:33:27.884
235041032,51.7292,0.6739,360.0,0.0,20/11/2018 15:33:27.892
219615000,51.6545,1.4502,230.0,0.2,20/11/2018 15:33:28.176
563499000,50.5596,0.1699,253.1,14.4,20/11/2018 15:33:28.821
229594000,51.0343,2.2681,307.7,0.0,20/11/2018 15:33:28.948
538007856,51.6058,2.2288,214.5,12.4,20/11/2018 15:33:28.975
209010000,51.4543,0.3517,236.7,0.0,20/11/2018 15:33:30.246
244230000,51.2321,2.9306,346.7,0.0,20/11/2018 15:33:30.631
235117092,51.4681,0.2937,222.7,7.5,20/11/2018 15:33:31.354
247003000,52.751,2.0946,286.0,9.9,20/11/2018 15:33:31.697
308438000,51.523,1.512,198.9,0.1,20/11/2018 15:33:31.924
253415000,51.2306,2.9356,251.0,0.0,20/11/2018 15:33:32.327
235099364,51.9476,1.2917,360.0,102.3,20/11/2018 15:33:32.975
309281000,50.9146,1.4723,27.6,13.4,20/11/2018 15:33:33.123
235056698,51.8507,0.9652,331.4,0.0,20/11/2018 15:33:33.961
235022613,51.4446,0.3944,181.1,0.1,20/11/2018 15:33:34.577
230357000,52.0416,2.0721,267.0,14.2,20/11/2018 15:33:34.603
232017796,51.4978,0.0616,360.0,0.0,20/11/2018 15:33:34.658
314377000,51.0881,1.4963,229.5,10.7,20/11/2018 15:33:34.892
235010500,51.0331,1.8124,88.0,19.4,20/11/2018 15:33:34.893
352090000,50.9157,1.1992,227.2,14.3,20/11/2018 15:33:35.083
255801480,51.4629,2.8857,167.1,0.6,20/11/2018 15:33:35.198
209072000,51.8039,1.4749,6.6,0.8,20/11/2018 15:33:35.236
257082000,51.3307,2.3783,70.2,4.0,20/11/2018 15:33:35.478
235082716,50.9636,1.7276,105.6,19.0,20/11/2018 15:33:35.478
218859000,51.5653,2.0689,221.0,15.0,20/11/2018 15:33:35.480
256759000,51.5055,0.5195,344.0,0.1,20/11/2018 15:33:36.007
311297000,51.2704,1.8022,220.3,19.4,20/11/2018 15:33:36.016
244948000,50.6542,0.7632,232.0,11.4,20/11/2018 15:33:36.052
319922000,50.7682,0.6263,64.2,5.8,20/11/2018 15:33:36.458
235113125,51.9517,1.315,268.9,0.0,20/11/2018 15:33:36.523
235053693,51.4873,0.1762,252.6,0.0,20/11/2018 15:33:36.591
250000609,52.0413,1.1605,145.0,0.0,20/11/2018 15:33:36.696
235000164,51.9509,1.315,126.6,0.0,20/11/2018 15:33:36.708
235012605,51.4448,0.3959,225.3,0.0,20/11/2018 15:33:36.846
233322000,51.4586,0.2711,119.8,12.1,20/11/2018 15:33:37.259
244730238,52.4101,0.0075,0.0,0.0,20/11/2018 15:33:37.301
563039700,51.9326,1.5472,305.8,13.6,20/11/2018 15:33:37.389
244700863,51.1351,2.7534,293.0,0.0,20/11/2018 15:33:37.481
249804000,51.5117,0.1528,58.0,0.0,20/11/2018 15:33:37.578
351895000,50.7615,0.8429,231.5,8.3,20/11/2018 15:33:37.703
232001040,50.967,1.8492,360.0,0.1,20/11/2018 15:33:38.429
235085345,51.4952,0.457,22.0,0.4,20/11/2018 15:33:38.586
235108425,51.4887,0.176,353.5,5.6,20/11/2018 15:33:39.128
219876000,52.7054,2.0284,338.9,10.6,20/11/2018 15:33:39.601
566725000,51.0787,1.8538,334.0,0.1,20/11/2018 15:33:39.739
233344000,52.0973,1.7587,47.3,1.5,20/11/2018 15:33:40.463
351407000,51.4579,0.3571,20.4,0.0,20/11/2018 15:33:40.671
205191000,50.7562,0.723,120.0,4.7,20/11/2018 15:33:40.679
253112000,51.4643,0.454,229.0,0.0,20/11/2018 15:33:40.684
227832880,51.0934,1.73,55.8,2.1,20/11/2018 15:33:40.767
636016908,51.6903,2.1405,33.0,13.3,20/11/2018 15:33:40.773
249040000,51.4505,0.3642,324.0,0.0,20/11/2018 15:33:41.194
477423900,50.9863,1.2796,228.0,16.1,20/11/2018 15:33:41.240
235003431,51.3662,1.4912,37.4,12.7,20/11/2018 15:33:41.404
235072883,51.4548,0.3418,360.0,0.0,20/11/2018 15:33:41.716
311702000,51.1461,1.8359,62.0,10.1,20/11/2018 15:33:41.850
220234000,50.9537,1.2488,226.2,13.3,20/11/2018 15:33:42.115
235114376,51.3296,1.4218,348.0,0.0,20/11/2018 15:33:42.126
235103276,51.4689,0.2521,306.5,6.2,20/11/2018 15:33:42.825
477585800,51.455,0.3259,348.9,0.1,20/11/2018 15:33:42.859
308876000,51.463,0.3309,98.6,0.0,20/11/2018 15:33:43.093
002278000,50.9671,1.8476,224.6,0.0,20/11/2018 15:33:43.668
249444000,51.3448,2.1034,122.8,15.2,20/11/2018 15:33:43.670
247386800,51.831,1.5012,201.1,0.7,20/11/2018 15:33:43.774
235114598,51.4456,0.3744,322.2,0.1,20/11/2018 15:33:43.862
230653000,51.4941,0.7354,281.0,17.2,20/11/2018 15:33:44.106
256784000,51.2318,1.768,219.0,13.0,20/11/2018 15:33:44.151
518100373,51.4324,0.6892,211.3,0.0,20/11/2018 15:33:44.763
205722410,51.1408,2.7405,238.8,0.0,20/11/2018 15:33:45.324
229978000,51.0442,2.1563,302.2,12.2,20/11/2018 15:33:46.090
232011624,51.4475,0.4058,116.6,4.3,20/11/2018 15:33:46.427
244642000,50.8362,1.0061,230.0,12.8,20/11/2018 15:33:46.699
232007977,52.4758,1.7578,297.6,0.0,20/11/2018 15:33:47.602
232001470,51.114,1.3597,129.0,17.4,20/11/2018 15:33:48.562
205161000,51.223,1.7784,243.3,1.3,20/11/2018 15:33:48.803
311037500,51.0985,1.7528,45.5,9.3,20/11/2018 15:33:48.804
235099481,51.4479,0.3809,92.6,7.0,20/11/2018 15:33:49.246
235018872,52.4732,1.7511,360.0,0.0,20/11/2018 15:33:49.298
235078345,51.9474,1.2911,360.0,102.3,20/11/2018 15:33:49.300
235108057,52.4759,1.7578,324.6,0.0,20/11/2018 15:33:49.439
248058000,52.5987,2.7727,43.7,7.0,20/11/2018 15:33:50.149
305639000,51.3705,0.7625,287.1,0.0,20/11/2018 15:33:50.211
244116000,51.5052,0.8815,229.1,0.1,20/11/2018 15:33:50.366
235022603,51.4446,0.3944,0.0,0.0,20/11/2018 15:33:50.780
374032000,51.4593,0.3557,264.9,0.0,20/11/2018 15:33:50.781
205294000,51.2321,2.9357,184.7,0.0,20/11/2018 15:33:50.828
227142900,51.0839,1.7151,224.2,4.3,20/11/2018 15:33:50.859
245928000,51.183,1.895,81.4,8.5,20/11/2018 15:33:51.459
220626000,51.2298,2.9367,321.5,0.0,20/11/2018 15:33:51.636
232001060,50.9723,1.8235,262.0,17.3,20/11/2018 15:33:51.640
205737000,51.2288,2.9302,218.1,0.0,20/11/2018 15:33:51.827
246518000,50.6558,0.5869,232.7,16.3,20/11/2018 15:33:51.886
244008000,51.9259,1.3487,260.7,10.7,20/11/2018 15:33:52.044
235004900,52.2232,2.2194,65.2,2.7,20/11/2018 15:33:52.960
235094271,52.5825,1.7313,304.9,0.0,20/11/2018 15:33:53.115
232011626,51.3995,0.5831,239.0,6.1,20/11/2018 15:33:53.425
235103697,51.4447,0.3963,211.6,0.0,20/11/2018 15:33:53.451
352672000,51.4802,0.9408,88.0,11.0,20/11/2018 15:33:53.452
636092138,52.4823,2.6608,0.0,9.6,20/11/2018 15:33:54.463
311005700,51.4147,2.6457,151.8,0.2,20/11/2018 15:33:54.888
235026811,51.9485,1.2485,295.8,0.1,20/11/2018 15:33:54.974
205281530,51.1403,2.7447,355.5,0.0,20/11/2018 15:33:55.090
205792510,51.1404,2.7495,149.3,0.0,20/11/2018 15:33:55.092
205592000,51.3582,2.7495,140.8,15.3,20/11/2018 15:33:55.094
235103062,52.4731,1.7519,360.0,0.0,20/11/2018 15:33:55.163
235098066,51.4643,0.3265,329.7,8.3,20/11/2018 15:33:55.313
232003119,51.4622,0.2992,355.3,0.1,20/11/2018 15:33:55.402
249486000,51.4505,0.3648,187.0,0.0,20/11/2018 15:33:56.125
636015020,51.3471,2.3211,251.2,9.0,20/11/2018 15:33:56.425
227104700,51.0849,1.7043,233.0,4.4,20/11/2018 15:33:56.427
210620000,52.5591,1.8775,155.0,1.2,20/11/2018 15:33:56.477
355420000,51.1298,1.6133,230.0,13.7,20/11/2018 15:33:57.188
205654000,51.2276,2.9328,145.0,0.0,20/11/2018 15:33:57.605
232008120,51.4448,0.396,328.0,0.0,20/11/2018 15:33:57.661
636016321,51.5025,0.4907,151.2,0.1,20/11/2018 15:33:57.803
235107401,51.3296,1.4221,171.2,0.0,20/11/2018 15:33:58.011
305996000,51.449,0.3354,273.2,0.0,20/11/2018 15:33:58.104
227384000,51.1707,1.8991,277.2,1.1,20/11/2018 15:33:58.136
563101000,51.5367,1.7892,115.6,2.2,20/11/2018 15:33:58.537
232004783,51.1168,1.3117,239.0,0.1,20/11/2018 15:33:58.600
235037917,51.951,1.3131,222.8,0.0,20/11/2018 15:33:58.755
249988000,52.543,2.1102,14.8,6.5,20/11/2018 15:33:58.811
355468000,51.4588,0.3562,134.3,0.0,20/11/2018 15:33:58.833
235069806,50.7943,0.3282,0.0,0.0,20/11/2018 15:33:59.174
228283600,50.9685,1.8519,153.1,1.0,20/11/2018 15:33:59.289
235082717,50.9728,1.735,306.8,20.2,20/11/2018 15:33:59.328
235089286,51.4049,0.5329,360.0,0.0,20/11/2018 15:33:59.556
232007488,51.4583,0.7672,241.7,10.8,20/11/2018 15:33:59.569
311000448,51.4395,1.938,211.9,14.4,20/11/2018 15:33:59.621
249962000,51.4577,0.7649,241.0,9.7,20/11/2018 15:33:59.622
253465000,51.2313,2.9347,66.0,0.0,20/11/2018 15:33:59.652
235070402,52.4731,1.7515,360.0,0.0,20/11/2018 15:33:59.659
235102028,52.4757,1.7236,348.2,0.0,20/11/2018 15:33:59.742
235055098,51.4488,0.3699,322.7,5.7,20/11/2018 15:33:59.787
246846000,51.0512,1.6841,47.0,8.1,20/11/2018 15:34:00.099
235112231,52.4756,1.7581,355.1,0.0,20/11/2018 15:34:00.148
255805777,50.7618,1.3874,18.0,8.1,20/11/2018 15:34:00.171
205509000,51.4786,1.326,287.3,14.1,20/11/2018 15:34:00.223
664444000,51.5068,0.5246,260.0,0.0,20/11/2018 15:34:00.293
256757000,50.7453,0.9394,235.1,14.2,20/11/2018 15:34:00.308
219491000,51.2319,2.9337,246.9,0.0,20/11/2018 15:34:00.492
244597000,51.4605,0.3326,298.3,0.1,20/11/2018 15:34:01.159
235022612,51.4456,0.3749,186.8,0.1,20/11/2018 15:34:01.324
232000790,51.4481,0.3396,238.4,0.0,20/11/2018 15:34:02.285
235095778,51.2303,2.9359,228.0,0.0,20/11/2018 15:34:02.384
235085696,51.4456,0.3747,125.6,0.0,20/11/2018 15:34:02.718
244650814,51.4906,0.1834,228.4,0.0,20/11/2018 15:34:02.726
235084467,51.3287,1.4207,317.4,0.1,20/11/2018 15:34:02.971
232010625,52.0079,1.1938,138.6,0.0,20/11/2018 15:34:03.072
236108000,50.7147,0.716,235.2,12.0,20/11/2018 15:34:03.188
235088195,51.8041,1.0216,330.0,0.0,20/11/2018 15:34:03.209
246836000,51.2245,2.9334,172.1,0.0,20/11/2018 15:34:03.429
219018271,50.6787,1.3572,32.5,11.1,20/11/2018 15:34:04.000
209672000,51.1097,1.8067,46.0,8.9,20/11/2018 15:34:04.070
229879000,51.4024,1.8646,208.5,10.3,20/11/2018 15:34:04.072
209361000,51.4615,0.3398,328.2,0.0,20/11/2018 15:34:04.278
227022800,51.1209,1.3447,103.2,9.3,20/11/2018 15:34:04.502
205298790,50.7541,2.9731,60.6,5.5,20/11/2018 15:34:04.665
232000840,51.4546,1.434,110.7,10.3,20/11/2018 15:34:05.025
246558000,51.5046,1.7346,176.7,11.5,20/11/2018 15:34:05.027
219115000,51.435,1.9587,211.7,16.7,20/11/2018 15:34:05.722
249436000,51.4712,0.2484,167.9,0.0,20/11/2018 15:34:05.727
256947000,51.5054,0.5177,100.0,0.3,20/11/2018 15:34:05.751
212637000,51.1792,1.6759,225.5,16.3,20/11/2018 15:34:06.178
232007860,52.2339,1.9459,84.0,2.5,20/11/2018 15:34:06.399
205115000,51.2364,2.8299,248.9,2.0,20/11/2018 15:34:06.489
235077715,51.0876,1.6868,312.9,9.9,20/11/2018 15:34:07.089
566839000,51.4307,1.9072,209.6,11.8,20/11/2018 15:34:07.156
636013386,52.5808,1.7323,331.0,0.1,20/11/2018 15:34:07.293
226183000,51.12,1.7264,319.9,3.5,20/11/2018 15:34:07.339
248759000,51.0772,1.7391,160.4,12.5,20/11/2018 15:34:07.340
305786000,51.4588,0.3486,292.9,0.0,20/11/2018 15:34:08.403
232003580,51.4721,1.4009,276.3,8.1,20/11/2018 15:34:08.950
205639000,51.2267,2.9345,305.9,0.0,20/11/2018 15:34:09.311
235086068,51.3296,1.4215,266.6,0.0,20/11/2018 15:34:09.541
309186000,51.455,0.3539,193.3,0.0,20/11/2018 15:34:09.932
305203000,51.6235,0.792,258.8,0.0,20/11/2018 15:34:10.044
256565000,51.2605,2.2315,58.7,13.0,20/11/2018 15:34:10.091
212931000,51.2059,2.0292,60.1,13.3,20/11/2018 15:34:10.293
209488000,50.6872,0.6503,237.0,12.0,20/11/2018 15:34:10.325
235005980,52.4754,1.7196,309.9,0.0,20/11/2018 15:34:11.103
205111000,51.2315,2.9254,244.7,0.3,20/11/2018 15:34:11.210
235077831,51.3296,1.4219,298.3,0.0,20/11/2018 15:34:11.298
232013257,52.0515,1.1612,62.1,0.0,20/11/2018 15:34:11.303
244590000,51.7301,2.0344,241.3,16.1,20/11/2018 15:34:11.540
235106809,52.4744,1.7135,117.1,0.0,20/11/2018 15:34:11.923
229398000,51.4505,0.3635,304.0,0.0,20/11/2018 15:34:12.049
565028000,51.3164,2.1599,95.3,12.6,20/11/2018 15:34:12.394
232814000,52.6149,1.7672,179.1,7.6,20/11/2018 15:34:13.545
212542000,50.8256,0.9739,234.0,10.1,20/11/2018 15:34:13.611
219017204,51.2338,2.9283,307.6,0.0,20/11/2018 15:34:13.769
210819000,51.6728,1.428,38.0,14.6,20/11/2018 15:34:14.296
212487000,51.9387,1.3128,5.0,3.2,20/11/2018 15:34:14.351
235069704,51.9511,1.3139,336.3,0.0,20/11/2018 15:34:14.619
205206190,51.2212,2.9379,274.1,0.0,20/11/2018 15:34:15.340
232009504,51.9494,1.2901,313.7,0.0,20/11/2018 15:34:15.398
235091503,51.9577,1.3011,13.9,0.5,20/11/2018 15:34:15.399
228231600,51.0975,1.7288,62.4,2.4,20/11/2018 15:34:15.793
305741000,51.5013,0.6546,274.6,16.0,20/11/2018 15:34:16.741
232017252,51.4091,0.5298,360.0,0.0,20/11/2018 15:34:17.026
228096900,51.0555,1.6379,164.4,3.0,20/11/2018 15:34:17.467
218850000,50.8083,1.4252,28.8,14.6,20/11/2018 15:34:17.468
244750645,51.3601,1.6797,262.3,6.5,20/11/2018 15:34:17.543
355481000,50.8637,1.0826,228.0,12.8,20/11/2018 15:34:18.664
636092275,51.2207,1.6429,198.5,13.6,20/11/2018 15:34:18.802
235116489,51.4039,0.5337,109.7,0.0,20/11/2018 15:34:19.010
228085000,51.0398,1.5755,309.6,19.8,20/11/2018 15:34:19.105
209214000,51.0276,1.6519,45.2,8.2,20/11/2018 15:34:19.139
227141900,51.0992,1.7334,74.0,1.4,20/11/2018 15:34:19.140
230652000,51.342,2.4066,74.6,18.5,20/11/2018 15:34:19.142
314465000,51.3588,2.2238,292.2,11.3,20/11/2018 15:34:19.145
246419000,51.0953,1.7646,40.1,4.7,20/11/2018 15:34:19.150
245381000,51.4449,2.9074,114.0,8.9,20/11/2018 15:34:19.239
212947000,51.5705,1.7586,62.5,1.5,20/11/2018 15:34:19.267
232005627,52.4753,1.7585,105.6,0.0,20/11/2018 15:34:19.356
235060766,52.0517,1.1612,339.7,0.0,20/11/2018 15:34:19.412
250000256,52.3191,1.6652,51.9,0.0,20/11/2018 15:34:19.528
235050291,52.601,1.7266,360.0,0.0,20/11/2018 15:34:19.607
205595000,51.2268,2.9346,315.3,0.0,20/11/2018 15:34:19.841
235062747,52.4732,1.7515,175.3,0.1,20/11/2018 15:34:20.294
235011848,51.4447,0.3969,220.5,0.1,20/11/2018 15:34:20.442
232001240,51.4552,0.2758,182.2,0.0,20/11/2018 15:34:21.271
205591000,51.2312,2.9256,32.8,0.0,20/11/2018 15:34:21.339
232017797,51.4953,0.0628,360.0,0.0,20/11/2018 15:34:21.408
235052172,52.5967,1.7271,360.0,0.0,20/11/2018 15:34:21.991
351783000,50.7619,0.9738,234.5,15.5,20/11/2018 15:34:22.013
538003844,51.3531,1.8671,207.6,11.4,20/11/2018 15:34:22.041
374124000,51.0665,1.6887,53.0,10.2,20/11/2018 15:34:22.176
235114568,51.3297,1.4225,247.1,0.1,20/11/2018 15:34:22.187
233009000,51.1231,1.3343,227.0,0.1,20/11/2018 15:34:22.225
205557000,51.2325,2.9272,35.3,2.3,20/11/2018 15:34:22.409
236553000,51.4638,1.7456,16.2,8.5,20/11/2018 15:34:22.838
257206000,51.4591,0.3515,121.4,0.1,20/11/2018 15:34:22.947
275402000,50.9578,1.8625,334.3,0.0,20/11/2018 15:34:23.419
000012388,52.0464,1.1625,185.3,0.1,20/11/2018 15:34:23.421
244820968,51.2251,2.9364,74.3,0.0,20/11/2018 15:34:23.613
232003331,52.599,1.7261,26.1,0.0,20/11/2018 15:34:23.646
305234000,51.1541,1.6219,227.0,17.7,20/11/2018 15:34:23.865
636017389,51.0633,1.8342,127.4,0.1,20/11/2018 15:34:23.875
305847000,51.3888,2.9959,60.3,9.3,20/11/2018 15:34:25.416
235095777,51.23,2.9371,287.7,0.0,20/11/2018 15:34:25.639
255802950,52.3931,2.3119,186.0,10.2,20/11/2018 15:34:26.363
205112000,51.2289,2.9303,306.6,0.1,20/11/2018 15:34:26.382
205541000,51.2226,2.9362,328.4,0.0,20/11/2018 15:34:26.753
305530000,52.5587,1.9734,186.0,1.1,20/11/2018 15:34:26.771
235101651,51.9475,1.2915,360.0,102.3,20/11/2018 15:34:26.914
219447000,51.2274,2.9332,314.1,0.1,20/11/2018 15:34:26.934
235028825,51.0487,2.0659,263.0,19.8,20/11/2018 15:34:27.248
249679000,51.4699,0.2513,123.0,0.0,20/11/2018 15:34:27.469
235004740,51.3294,1.4199,360.0,0.0,20/11/2018 15:34:27.609
245072000,52.5689,2.0096,22.7,5.3,20/11/2018 15:34:28.173
235113128,51.9512,1.3135,247.8,0.0,20/11/2018 15:34:29.597
538005036,51.4474,1.4679,127.8,9.5,20/11/2018 15:34:29.655
564224000,51.046,1.7946,58.4,4.6,20/11/2018 15:34:29.657
563016500,51.4218,1.976,219.0,12.9,20/11/2018 15:34:29.661
664296000,51.536,1.4805,189.9,0.1,20/11/2018 15:34:29.730
235041032,51.7292,0.6739,360.0,0.0,20/11/2018 15:34:32.214
205072000,51.257,2.8838,82.0,10.0,20/11/2018 15:34:32.523
235108059,52.4761,1.7571,213.6,0.0,20/11/2018 15:34:33.178
209010000,51.4543,0.3517,236.7,0.0,20/11/2018 15:34:33.197
235066459,52.4731,1.7511,106.5,0.1,20/11/2018 15:34:33.295
355507000,52.3177,2.3564,229.0,3.8,20/11/2018 15:34:33.362
235117092,51.4664,0.2915,217.4,7.6,20/11/2018 15:34:33.906
219023842,51.5059,0.5211,96.1,0.1,20/11/2018 15:34:34.435
253223000,51.2175,2.943,5.0,0.0,20/11/2018 15:34:35.067
255801480,51.4626,2.8859,150.1,0.8,20/11/2018 15:34:35.325
235022613,51.4446,0.3944,214.1,0.0,20/11/2018 15:34:35.596
232017796,51.4978,0.0616,360.0,0.0,20/11/2018 15:34:35.608
314377000,51.0862,1.4927,229.9,10.8,20/11/2018 15:34:35.954
230357000,52.0414,2.0658,266.6,13.8,20/11/2018 15:34:36.020
235010500,51.033,1.8209,87.0,19.1,20/11/2018 15:34:36.212
229107000,51.1086,1.7798,46.0,6.4,20/11/2018 15:34:36.219
257082000,51.3311,2.38,64.4,4.3,20/11/2018 15:34:36.220
218859000,51.5622,2.0645,220.2,15.0,20/11/2018 15:34:36.222
209072000,51.804,1.4747,311.2,0.6,20/11/2018 15:34:36.512
352090000,50.913,1.1945,227.8,14.1,20/11/2018 15:34:36.773
311297000,51.2662,1.7965,218.4,19.5,20/11/2018 15:34:36.873
235113125,51.9516,1.315,268.9,0.0,20/11/2018 15:34:36.937
256759000,51.5055,0.5195,332.0,0.1,20/11/2018 15:34:37.253
233322000,51.4573,0.2757,108.5,11.7,20/11/2018 15:34:37.304
244948000,50.6524,0.7592,233.0,11.3,20/11/2018 15:34:37.373
235015046,52.0515,1.1643,167.1,0.0,20/11/2018 15:34:37.524
563499000,50.5583,0.1634,252.8,14.4,20/11/2018 15:34:37.546
319922000,50.7689,0.6285,60.7,5.6,20/11/2018 15:34:37.583
235114576,51.3297,1.4228,18.0,0.0,20/11/2018 15:34:37.681
235053693,51.4874,0.1762,268.9,0.0,20/11/2018 15:34:37.924
235012605,51.4447,0.3959,225.3,0.0,20/11/2018 15:34:37.930
235001841,50.7916,0.3262,340.0,0.0,20/11/2018 15:34:38.406
563039700,51.9343,1.5418,292.2,13.4,20/11/2018 15:34:38.513
249804000,51.5117,0.1528,58.0,0.0,20/11/2018 15:34:38.582
351895000,50.76,0.8401,229.8,8.2,20/11/2018 15:34:38.893
232001040,50.9672,1.8489,307.4,1.8,20/11/2018 15:34:39.047
235108425,51.4903,0.1759,359.0,5.7,20/11/2018 15:34:39.470
235095808,52.0501,1.1631,132.5,0.0,20/11/2018 15:34:39.917
219876000,52.7081,2.0268,332.1,9.9,20/11/2018 15:34:40.334
246824000,51.5078,1.498,228.0,0.1,20/11/2018 15:34:40.436
245070000,52.5204,1.9667,180.8,7.0,20/11/2018 15:34:40.758
235000164,51.9508,1.315,99.9,0.0,20/11/2018 15:34:40.880
235014266,52.4756,1.7254,244.8,0.0,20/11/2018 15:34:41.015
477423900,50.9834,1.2745,228.0,16.1,20/11/2018 15:34:41.028
351407000,51.4579,0.3571,6.8,0.0,20/11/2018 15:34:41.038
253112000,51.4644,0.454,229.0,0.0,20/11/2018 15:34:41.337
235010690,51.3293,1.42,25.0,0.1,20/11/2018 15:34:41.391
227832880,51.0936,1.7306,51.8,1.8,20/11/2018 15:34:41.439
538007856,51.603,2.2258,214.4,11.7,20/11/2018 15:34:41.617
249040000,51.4505,0.3642,324.0,0.0,20/11/2018 15:34:41.623
235099364,51.9476,1.2917,360.0,102.3,20/11/2018 15:34:41.695
234450000,51.4137,1.3737,196.0,0.2,20/11/2018 15:34:41.711
244230000,51.2321,2.9306,359.7,0.0,20/11/2018 15:34:41.843
235072883,51.4548,0.3418,360.0,0.0,20/11/2018 15:34:42.128
311702000,51.1474,1.8398,61.0,10.2,20/11/2018 15:34:42.188
235082716,50.9628,1.7364,93.1,18.5,20/11/2018 15:34:42.193
235003431,51.3687,1.4961,67.4,13.4,20/11/2018 15:34:42.245
220234000,50.9511,1.2445,225.3,13.3,20/11/2018 15:34:42.319
538004273,51.3626,2.8626,88.1,10.5,20/11/2018 15:34:42.510
219624000,51.2951,2.1095,0.0,9.3,20/11/2018 15:34:42.627
210226000,51.0525,1.7801,162.1,0.1,20/11/2018 15:34:42.629
232000570,51.4324,0.6876,139.9,0.1,20/11/2018 15:34:42.954
